session_id,noise_level,log_format,num_lines,failure_cause,affected_service,severity,recommended_action,evidence_lines
sess_04379,medium,json_like,8,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[4, 5, 6]"
sess_04380,medium,mixed,8,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[4, 5, 6]"
sess_04381,low,plain,6,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[2, 3, 4, 5]"
sess_04382,medium,plain,8,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[4, 5, 6]"
sess_04383,medium,plain,8,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[4, 5, 6]"
sess_04384,low,json_like,7,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[3, 4, 5, 6]"
sess_04385,high,json_like,10,message_queue_backlog,queue-service,high,scale_queue_consumers,"[5, 6, 7]"
sess_04386,none,plain,4,deployment_regression,checkout-service,high,rollback_deployment,"[2, 3, 4]"
sess_04387,medium,json_like,8,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[4, 5, 6]"
sess_04388,medium,plain,8,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[4, 5, 6]"
sess_04389,medium,plain,8,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_04390,high,json_like,10,database_query_failure,database-service,medium,check_database_query,"[5, 6, 7]"
sess_04391,none,json_like,4,deployment_regression,checkout-service,critical,rollback_deployment,"[2, 3, 4]"
sess_04392,medium,plain,8,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_04393,none,mixed,4,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[2, 3, 4]"
sess_04394,high,mixed,11,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[5, 6, 7, 8]"
sess_04395,low,plain,7,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[3, 4, 5, 6]"
sess_04396,medium,json_like,8,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_04397,medium,json_like,8,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_04398,medium,mixed,8,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_04399,low,plain,7,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[3, 4, 5, 6]"
sess_04400,low,mixed,6,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[3, 4, 5]"
sess_04401,low,plain,6,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[3, 4, 5]"
sess_04402,low,json_like,6,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[3, 4, 5]"
sess_04403,high,mixed,10,database_query_failure,database-service,high,check_database_query,"[5, 6, 7]"
sess_04404,medium,json_like,8,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[4, 5, 6]"
sess_04405,medium,json_like,9,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_04406,low,json_like,6,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[3, 4, 5]"
sess_04407,low,mixed,6,deployment_regression,checkout-service,critical,rollback_deployment,"[3, 4, 5]"
sess_04408,low,mixed,6,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[3, 4, 5]"
sess_04409,high,plain,11,payment_gateway_timeout,payment-service,critical,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_04410,low,json_like,6,database_query_failure,database-service,high,check_database_query,"[3, 4, 5]"
sess_04411,medium,json_like,8,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_04412,high,mixed,10,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[5, 6, 7]"
sess_04413,high,plain,11,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[5, 6, 7, 8]"
sess_04414,high,json_like,11,payment_gateway_timeout,payment-service,critical,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_04415,none,mixed,5,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[2, 3, 4, 5]"
sess_04416,high,plain,10,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[4, 5, 6, 7]"
sess_04417,high,json_like,10,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[4, 5, 6, 7]"
sess_04418,high,plain,11,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_04419,low,mixed,6,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[3, 4, 5]"
sess_04420,medium,json_like,8,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 6]"
sess_04421,high,mixed,10,message_queue_backlog,queue-service,high,scale_queue_consumers,"[5, 6, 7]"
sess_04422,low,json_like,6,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[3, 4, 5]"
sess_04423,low,json_like,6,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[3, 4, 5]"
sess_04424,none,json_like,4,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[1, 2, 3, 4]"
sess_04425,high,mixed,10,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[5, 6, 7]"
sess_04426,high,json_like,10,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[5, 6, 7]"
sess_04427,high,json_like,10,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[4, 5, 6, 7]"
sess_04428,high,mixed,10,normal_no_issue,gateway-service,low,no_action_monitor,"[4, 6, 7]"
sess_04429,high,mixed,10,deployment_regression,checkout-service,high,rollback_deployment,"[5, 6, 7]"
sess_04430,none,plain,5,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[2, 3, 4, 5]"
sess_04431,low,plain,6,normal_no_issue,gateway-service,low,no_action_monitor,"[2, 4, 5]"
sess_04432,medium,plain,8,message_queue_backlog,queue-service,high,scale_queue_consumers,"[4, 5, 6]"
sess_04433,none,json_like,5,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[2, 3, 4, 5]"
sess_04434,high,json_like,10,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[4, 5, 6, 7]"
sess_04435,medium,json_like,8,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_04436,low,plain,6,database_query_failure,database-service,high,check_database_query,"[3, 4, 5]"
sess_04437,medium,json_like,8,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 6]"
sess_04438,medium,mixed,8,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[4, 5, 6]"
sess_04439,medium,mixed,9,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[4, 5, 6, 7]"
sess_04440,medium,mixed,8,deployment_regression,checkout-service,critical,rollback_deployment,"[4, 5, 6]"
sess_04441,low,mixed,6,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[3, 4, 5]"
sess_04442,low,plain,6,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[3, 4, 5]"
sess_04443,low,json_like,6,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[3, 4, 5]"
sess_04444,medium,plain,8,normal_no_issue,gateway-service,low,no_action_monitor,"[3, 5, 6]"
sess_04445,medium,json_like,8,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[4, 5, 6]"
sess_04446,medium,plain,8,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[4, 5, 6]"
sess_04447,low,mixed,6,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[2, 3, 4, 5]"
sess_04448,medium,plain,8,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[4, 5, 6]"
sess_04449,low,json_like,6,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[3, 4, 5]"
sess_04450,medium,plain,8,normal_no_issue,gateway-service,low,no_action_monitor,"[3, 5, 6]"
sess_04451,low,json_like,6,message_queue_backlog,queue-service,high,scale_queue_consumers,"[3, 4, 5]"
sess_04452,low,mixed,6,deployment_regression,checkout-service,high,rollback_deployment,"[3, 4, 5]"
sess_04453,low,mixed,6,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[3, 4, 5]"
sess_04454,medium,json_like,8,message_queue_backlog,queue-service,high,scale_queue_consumers,"[4, 5, 6]"
sess_04455,none,plain,4,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[1, 2, 3, 4]"
sess_04456,none,mixed,4,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[2, 3, 4]"
sess_04457,low,json_like,6,deployment_regression,checkout-service,critical,rollback_deployment,"[3, 4, 5]"
sess_04458,medium,json_like,8,deployment_regression,checkout-service,critical,rollback_deployment,"[4, 5, 6]"
sess_04459,low,json_like,6,message_queue_backlog,queue-service,high,scale_queue_consumers,"[3, 4, 5]"
sess_04460,high,plain,11,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_04461,high,mixed,10,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[4, 5, 6, 7]"
sess_04462,low,json_like,6,normal_no_issue,gateway-service,low,no_action_monitor,"[2, 4, 5]"
sess_04463,low,json_like,6,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[3, 4, 5]"
sess_04464,high,plain,11,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_04465,medium,plain,8,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_04466,none,mixed,4,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[2, 3, 4]"
sess_04467,medium,json_like,8,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[4, 5, 6]"
sess_04468,none,json_like,4,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[2, 3, 4]"
sess_04469,medium,json_like,8,database_query_failure,database-service,high,check_database_query,"[4, 5, 6]"
sess_04470,low,json_like,7,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[3, 4, 5, 6]"
sess_04471,low,mixed,6,deployment_regression,checkout-service,high,rollback_deployment,"[3, 4, 5]"
sess_04472,high,mixed,10,normal_no_issue,gateway-service,low,no_action_monitor,"[4, 6, 7]"
sess_04473,medium,mixed,8,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[4, 5, 6]"
sess_04474,low,json_like,6,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[3, 4, 5]"
sess_04475,high,json_like,11,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_04476,none,mixed,4,deployment_regression,checkout-service,high,rollback_deployment,"[2, 3, 4]"
sess_04477,medium,mixed,8,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[4, 5, 6]"
sess_04478,high,json_like,10,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[5, 6, 7]"
sess_04479,high,mixed,10,deployment_regression,checkout-service,high,rollback_deployment,"[5, 6, 7]"
sess_04480,high,json_like,11,payment_gateway_timeout,payment-service,critical,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_04481,low,plain,6,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[3, 4, 5]"
sess_04482,medium,mixed,8,normal_no_issue,gateway-service,low,no_action_monitor,"[3, 5, 6]"
sess_04483,medium,json_like,8,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[4, 5, 6]"
sess_04484,low,plain,6,normal_no_issue,gateway-service,low,no_action_monitor,"[2, 4, 5]"
sess_04485,low,plain,6,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[3, 4, 5]"
sess_04486,none,mixed,5,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[2, 3, 4, 5]"
sess_04487,high,json_like,10,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[5, 6, 7]"
sess_04488,low,json_like,6,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[3, 4, 5]"
sess_04489,medium,json_like,8,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[4, 5, 6]"
sess_04490,medium,mixed,8,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 6]"
sess_04491,low,plain,6,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[2, 3, 4, 5]"
sess_04492,none,json_like,4,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[1, 2, 3, 4]"
sess_04493,medium,plain,9,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[4, 5, 6, 7]"
sess_04494,low,plain,6,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[3, 4, 5]"
sess_04495,medium,json_like,8,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[4, 5, 6]"
sess_04496,medium,mixed,8,database_query_failure,database-service,high,check_database_query,"[4, 5, 6]"
sess_04497,high,plain,10,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[5, 6, 7]"
sess_04498,high,plain,10,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[4, 5, 6, 7]"
sess_04499,medium,json_like,8,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[4, 5, 6]"
sess_04500,medium,mixed,8,normal_no_issue,gateway-service,low,no_action_monitor,"[3, 5, 6]"
sess_04501,low,plain,7,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[3, 4, 5, 6]"
sess_04502,none,plain,4,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[2, 3, 4]"
sess_04503,medium,json_like,8,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_04504,medium,mixed,8,normal_no_issue,gateway-service,low,no_action_monitor,"[3, 5, 6]"
sess_04505,low,json_like,7,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[3, 4, 5, 6]"
sess_04506,low,plain,7,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[3, 4, 5, 6]"
sess_04507,high,plain,10,deployment_regression,checkout-service,critical,rollback_deployment,"[5, 6, 7]"
sess_04508,none,mixed,5,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[2, 3, 4, 5]"
sess_04509,high,mixed,10,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[5, 6, 7]"
sess_04510,medium,plain,9,payment_gateway_timeout,payment-service,critical,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_04511,medium,plain,8,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 6]"
sess_04512,low,plain,6,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[3, 4, 5]"
sess_04513,medium,mixed,9,payment_gateway_timeout,payment-service,critical,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_04514,high,json_like,10,deployment_regression,checkout-service,high,rollback_deployment,"[5, 6, 7]"
sess_04515,medium,json_like,9,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[4, 5, 6, 7]"
sess_04516,medium,json_like,8,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[4, 5, 6]"
sess_04517,medium,plain,9,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[4, 5, 6, 7]"
sess_04518,none,mixed,5,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[2, 3, 4, 5]"
sess_04519,none,json_like,5,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[2, 3, 4, 5]"
sess_04520,medium,mixed,8,normal_no_issue,gateway-service,low,no_action_monitor,"[3, 5, 6]"
sess_04521,high,plain,10,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[5, 6, 7]"
sess_04522,medium,plain,9,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_04523,low,json_like,6,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[3, 4, 5]"
sess_04524,none,mixed,4,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[2, 3, 4]"
sess_04525,high,json_like,10,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[5, 6, 7]"
sess_04526,high,mixed,10,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[5, 6, 7]"
sess_04527,medium,mixed,8,deployment_regression,checkout-service,critical,rollback_deployment,"[4, 5, 6]"
sess_04528,low,json_like,6,deployment_regression,checkout-service,high,rollback_deployment,"[3, 4, 5]"
sess_04529,medium,mixed,8,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_04530,medium,plain,8,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_04531,low,json_like,6,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[3, 4, 5]"
sess_04532,low,plain,7,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[3, 4, 5, 6]"
sess_04533,none,json_like,4,message_queue_backlog,queue-service,high,scale_queue_consumers,"[2, 3, 4]"
sess_04534,low,mixed,6,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[3, 4, 5]"
sess_04535,high,mixed,10,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[5, 6, 7]"
sess_04536,low,mixed,6,deployment_regression,checkout-service,high,rollback_deployment,"[3, 4, 5]"
sess_04537,medium,plain,8,message_queue_backlog,queue-service,high,scale_queue_consumers,"[4, 5, 6]"
sess_04538,low,plain,7,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[3, 4, 5, 6]"
sess_04539,medium,plain,9,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[4, 5, 6, 7]"
sess_04540,medium,mixed,8,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[4, 5, 6]"
sess_04541,low,plain,6,normal_no_issue,gateway-service,low,no_action_monitor,"[2, 4, 5]"
sess_04542,high,json_like,10,normal_no_issue,gateway-service,low,no_action_monitor,"[4, 6, 7]"
sess_04543,medium,json_like,8,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[4, 5, 6]"
sess_04544,low,json_like,6,database_query_failure,database-service,medium,check_database_query,"[3, 4, 5]"
sess_04545,none,plain,4,normal_no_issue,gateway-service,low,no_action_monitor,"[1, 3, 4]"
sess_04546,high,mixed,11,payment_gateway_timeout,payment-service,critical,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_04547,none,plain,4,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[2, 3, 4]"
sess_04548,low,plain,7,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[3, 4, 5, 6]"
sess_04549,low,plain,6,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[3, 4, 5]"
sess_04550,medium,plain,9,payment_gateway_timeout,payment-service,critical,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_04551,medium,json_like,8,normal_no_issue,gateway-service,low,no_action_monitor,"[3, 5, 6]"
sess_04552,high,json_like,10,normal_no_issue,gateway-service,low,no_action_monitor,"[4, 6, 7]"
sess_04553,medium,mixed,8,normal_no_issue,gateway-service,low,no_action_monitor,"[3, 5, 6]"
sess_04554,medium,mixed,9,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_04555,high,json_like,10,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[4, 5, 6, 7]"
sess_04556,medium,mixed,9,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[4, 5, 6, 7]"
sess_04557,none,mixed,4,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[1, 2, 3, 4]"
sess_04558,medium,json_like,8,deployment_regression,checkout-service,critical,rollback_deployment,"[4, 5, 6]"
sess_04559,high,json_like,10,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[5, 6, 7]"
sess_04560,low,plain,6,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[3, 4, 5]"
sess_04561,medium,plain,8,message_queue_backlog,queue-service,high,scale_queue_consumers,"[4, 5, 6]"
sess_04562,medium,json_like,9,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_04563,high,mixed,10,normal_no_issue,gateway-service,low,no_action_monitor,"[4, 6, 7]"
sess_04564,high,json_like,10,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[5, 6, 7]"
sess_04565,low,json_like,7,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[3, 4, 5, 6]"
sess_04566,medium,plain,8,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 6]"
sess_04567,medium,plain,8,message_queue_backlog,queue-service,high,scale_queue_consumers,"[4, 5, 6]"
sess_04568,medium,json_like,8,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[4, 5, 6]"
sess_04569,high,json_like,10,deployment_regression,checkout-service,critical,rollback_deployment,"[5, 6, 7]"
sess_04570,low,json_like,6,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[2, 3, 4, 5]"
sess_04571,none,mixed,4,database_query_failure,database-service,high,check_database_query,"[2, 3, 4]"
sess_04572,none,plain,4,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[2, 3, 4]"
sess_04573,low,json_like,6,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[3, 4, 5]"
sess_04574,low,mixed,6,database_query_failure,database-service,medium,check_database_query,"[3, 4, 5]"
sess_04575,high,mixed,10,deployment_regression,checkout-service,critical,rollback_deployment,"[5, 6, 7]"
sess_04576,low,mixed,6,normal_no_issue,gateway-service,low,no_action_monitor,"[2, 4, 5]"
sess_04577,high,plain,10,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[5, 6, 7]"
sess_04578,high,mixed,10,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[4, 5, 6, 7]"
sess_04579,none,json_like,4,message_queue_backlog,queue-service,high,scale_queue_consumers,"[2, 3, 4]"
sess_04580,high,mixed,10,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[5, 6, 7]"
sess_04581,high,plain,10,configuration_error,checkout-service,critical,rollback_or_fix_configuration,"[5, 6, 7]"
sess_04582,high,mixed,10,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[5, 6, 7]"
sess_04583,medium,mixed,9,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_04584,low,mixed,6,database_query_failure,database-service,high,check_database_query,"[3, 4, 5]"
sess_04585,none,plain,4,database_query_failure,database-service,high,check_database_query,"[2, 3, 4]"
sess_04586,high,mixed,11,payment_gateway_timeout,payment-service,critical,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_04587,medium,json_like,9,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_04588,low,json_like,6,database_query_failure,database-service,high,check_database_query,"[3, 4, 5]"
sess_04589,high,plain,10,database_query_failure,database-service,medium,check_database_query,"[5, 6, 7]"
sess_04590,low,plain,6,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[3, 4, 5]"
sess_04591,high,plain,10,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[5, 6, 7]"
sess_04592,high,plain,10,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[5, 6, 7]"
sess_04593,low,mixed,6,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[3, 4, 5]"
sess_04594,high,mixed,10,deployment_regression,checkout-service,critical,rollback_deployment,"[5, 6, 7]"
sess_04595,medium,json_like,8,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[4, 5, 6]"
sess_04596,none,plain,4,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[2, 3, 4]"
sess_04597,medium,mixed,9,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[4, 5, 6, 7]"
sess_04598,medium,json_like,8,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_04599,medium,plain,8,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_04600,low,plain,6,authentication_token_expired,auth-service,medium,rotate_or_check_credentials,"[3, 4, 5]"
sess_04601,high,mixed,10,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[5, 6, 7]"
sess_04602,none,mixed,4,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[2, 3, 4]"
sess_04603,medium,plain,9,database_connection_pool_exhaustion,database-service,critical,scale_database_pool,"[4, 5, 6, 7]"
sess_04604,high,json_like,11,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_04605,medium,mixed,8,deployment_regression,checkout-service,critical,rollback_deployment,"[4, 5, 6]"
sess_04606,medium,json_like,8,database_query_failure,database-service,high,check_database_query,"[4, 5, 6]"
sess_04607,high,mixed,11,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[5, 6, 7, 8]"
sess_04608,medium,mixed,8,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_04609,none,json_like,4,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[2, 3, 4]"
sess_04610,medium,plain,8,configuration_error,checkout-service,high,rollback_or_fix_configuration,"[4, 5, 6]"
sess_04611,none,mixed,4,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[2, 3, 4]"
sess_04612,none,json_like,4,message_queue_backlog,queue-service,high,scale_queue_consumers,"[2, 3, 4]"
sess_04613,low,mixed,7,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[3, 4, 5, 6]"
sess_04614,medium,mixed,8,deployment_regression,checkout-service,high,rollback_deployment,"[4, 5, 6]"
sess_04615,medium,plain,9,database_connection_pool_exhaustion,database-service,high,scale_database_pool,"[4, 5, 6, 7]"
sess_04616,none,plain,5,payment_gateway_timeout,payment-service,high,check_payment_gateway_and_retry,"[2, 3, 4, 5]"
sess_04617,none,plain,4,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[1, 2, 3, 4]"
sess_04618,low,mixed,6,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[3, 4, 5]"
sess_04619,low,mixed,6,inventory_out_of_sync,inventory-service,high,sync_inventory_and_retry,"[3, 4, 5]"
sess_04620,high,mixed,10,database_query_failure,database-service,medium,check_database_query,"[5, 6, 7]"
sess_04621,low,plain,6,deployment_regression,checkout-service,high,rollback_deployment,"[3, 4, 5]"
sess_04622,medium,plain,8,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[3, 4, 5, 6]"
sess_04623,high,plain,10,normal_no_issue,gateway-service,low,no_action_monitor,"[4, 6, 7]"
sess_04624,medium,mixed,8,inventory_out_of_sync,inventory-service,medium,sync_inventory_and_retry,"[4, 5, 6]"
sess_04625,none,json_like,4,resource_exhaustion,checkout-service,high,scale_resource_or_restart_service,"[1, 2, 3, 4]"
sess_04626,low,plain,7,payment_gateway_timeout,payment-service,medium,check_payment_gateway_and_retry,"[3, 4, 5, 6]"
sess_04627,none,plain,4,deployment_regression,checkout-service,critical,rollback_deployment,"[2, 3, 4]"
sess_04628,low,json_like,6,database_query_failure,database-service,medium,check_database_query,"[3, 4, 5]"
sess_04629,none,json_like,4,deployment_regression,checkout-service,critical,rollback_deployment,"[2, 3, 4]"
sess_04630,low,mixed,6,message_queue_backlog,queue-service,medium,scale_queue_consumers,"[3, 4, 5]"
sess_04631,medium,mixed,8,normal_no_issue,gateway-service,low,no_action_monitor,"[3, 5, 6]"
sess_04632,medium,mixed,8,authentication_token_expired,auth-service,high,rotate_or_check_credentials,"[4, 5, 6]"
sess_04633,medium,mixed,8,resource_exhaustion,checkout-service,critical,scale_resource_or_restart_service,"[3, 4, 5, 6]"
